img_filename,order,seq,mask_filename
data/S_0/21.png,21.0,0.0,data/S_0/label_21.npy
data/S_0/53.png,53.0,0.0,data/S_0/label_53.npy
data/S_0/132.png,132.0,0.0,data/S_0/label_132.npy
data/S_1/36.png,36.0,1.0,data/S_1/label_36.npy
data/S_1/64.png,64.0,1.0,data/S_1/label_64.npy
data/S_1/84.png,84.0,1.0,data/S_1/label_84.npy
data/S_1/143.png,143.0,1.0,data/S_1/label_143.npy
data/S_2/23.png,23.0,2.0,data/S_2/label_23.npy
data/S_2/84.png,84.0,2.0,data/S_2/label_84.npy
data/S_2/121.png,121.0,2.0,data/S_2/label_121.npy
data/S_3/82.png,82.0,3.0,data/S_3/label_82.npy
data/S_3/115.png,115.0,3.0,data/S_3/label_115.npy
data/S_3/131.png,131.0,3.0,data/S_3/label_131.npy
data/S_4/62.png,62.0,4.0,data/S_4/label_62.npy
data/S_4/79.png,79.0,4.0,data/S_4/label_79.npy
data/S_4/125.png,125.0,4.0,data/S_4/label_125.npy
data/S_5/20.png,20.0,5.0,data/S_5/label_20.npy
data/S_5/134.png,134.0,5.0,data/S_5/label_134.npy
data/S_5/147.png,147.0,5.0,data/S_5/label_147.npy
data/S_6/77.png,77.0,6.0,data/S_6/label_77.npy
data/S_6/97.png,97.0,6.0,data/S_6/label_97.npy
data/S_7/132.png,132.0,7.0,data/S_7/label_132.npy
data/S_7/135.png,135.0,7.0,data/S_7/label_135.npy
data/S_7/149.png,149.0,7.0,data/S_7/label_149.npy
data/S_8/53.png,53.0,8.0,data/S_8/label_53.npy
data/S_8/86.png,86.0,8.0,data/S_8/label_86.npy
data/S_8/97.png,97.0,8.0,data/S_8/label_97.npy
data/S_9/67.png,67.0,9.0,data/S_9/label_67.npy
data/S_9/81.png,81.0,9.0,data/S_9/label_81.npy
data/S_9/149.png,149.0,9.0,data/S_9/label_149.npy
data/S_10/38.png,38.0,10.0,data/S_10/label_38.npy
data/S_10/66.png,66.0,10.0,data/S_10/label_66.npy
data/S_10/137.png,137.0,10.0,data/S_10/label_137.npy
data/S_11/20.png,20.0,11.0,data/S_11/label_20.npy
data/S_11/137.png,137.0,11.0,data/S_11/label_137.npy
data/S_12/19.png,19.0,12.0,data/S_12/label_19.npy
data/S_12/92.png,92.0,12.0,data/S_12/label_92.npy
data/S_12/107.png,107.0,12.0,data/S_12/label_107.npy
data/S_13/84.png,84.0,13.0,data/S_13/label_84.npy
data/S_13/130.png,130.0,13.0,data/S_13/label_130.npy
data/S_13/148.png,148.0,13.0,data/S_13/label_148.npy
data/S_14/50.png,50.0,14.0,data/S_14/label_50.npy
data/S_14/136.png,136.0,14.0,data/S_14/label_136.npy
data/S_15/81.png,81.0,15.0,data/S_15/label_81.npy
data/S_15/95.png,95.0,15.0,data/S_15/label_95.npy
data/S_15/136.png,136.0,15.0,data/S_15/label_136.npy
data/S_16/67.png,67.0,16.0,data/S_16/label_67.npy
data/S_16/111.png,111.0,16.0,data/S_16/label_111.npy
data/S_17/35.png,35.0,17.0,data/S_17/label_35.npy
data/S_17/56.png,56.0,17.0,data/S_17/label_56.npy
data/S_17/127.png,127.0,17.0,data/S_17/label_127.npy
data/S_18/39.png,39.0,18.0,data/S_18/label_39.npy
data/S_18/64.png,64.0,18.0,data/S_18/label_64.npy
data/S_19/20.png,20.0,19.0,data/S_19/label_20.npy
data/S_19/50.png,50.0,19.0,data/S_19/label_50.npy
data/S_19/69.png,69.0,19.0,data/S_19/label_69.npy
data/S_20/30.png,30.0,20.0,data/S_20/label_30.npy
data/S_20/48.png,48.0,20.0,data/S_20/label_48.npy
data/S_21/22.png,22.0,21.0,data/S_21/label_22.npy
data/S_21/140.png,140.0,21.0,data/S_21/label_140.npy
data/S_22/39.png,39.0,22.0,data/S_22/label_39.npy
data/S_22/113.png,113.0,22.0,data/S_22/label_113.npy
data/S_22/142.png,142.0,22.0,data/S_22/label_142.npy
data/S_23/39.png,39.0,23.0,data/S_23/label_39.npy
data/S_23/139.png,139.0,23.0,data/S_23/label_139.npy
data/S_24/32.png,32.0,24.0,data/S_24/label_32.npy
data/S_24/95.png,95.0,24.0,data/S_24/label_95.npy
data/S_24/126.png,126.0,24.0,data/S_24/label_126.npy
data/S_25/66.png,66.0,25.0,data/S_25/label_66.npy
data/S_25/112.png,112.0,25.0,data/S_25/label_112.npy
data/S_26/22.png,22.0,26.0,data/S_26/label_22.npy
data/S_26/65.png,65.0,26.0,data/S_26/label_65.npy
data/S_26/84.png,84.0,26.0,data/S_26/label_84.npy
data/S_27/23.png,23.0,27.0,data/S_27/label_23.npy
data/S_27/144.png,144.0,27.0,data/S_27/label_144.npy
data/S_28/24.png,24.0,28.0,data/S_28/label_24.npy
data/S_28/34.png,34.0,28.0,data/S_28/label_34.npy
data/S_28/132.png,132.0,28.0,data/S_28/label_132.npy
data/S_29/54.png,54.0,29.0,data/S_29/label_54.npy
data/S_29/66.png,66.0,29.0,data/S_29/label_66.npy
data/S_30/62.png,62.0,30.0,data/S_30/label_62.npy
data/S_30/96.png,96.0,30.0,data/S_30/label_96.npy
data/S_31/22.png,22.0,31.0,data/S_31/label_22.npy
data/S_31/54.png,54.0,31.0,data/S_31/label_54.npy
data/S_31/145.png,145.0,31.0,data/S_31/label_145.npy
data/S_32/37.png,37.0,32.0,data/S_32/label_37.npy
data/S_32/51.png,51.0,32.0,data/S_32/label_51.npy
data/S_33/21.png,21.0,33.0,data/S_33/label_21.npy
data/S_33/68.png,68.0,33.0,data/S_33/label_68.npy
data/S_34/25.png,25.0,34.0,data/S_34/label_25.npy
data/S_34/50.png,50.0,34.0,data/S_34/label_50.npy
data/S_34/107.png,107.0,34.0,data/S_34/label_107.npy
data/S_35/50.png,50.0,35.0,data/S_35/label_50.npy
data/S_35/95.png,95.0,35.0,data/S_35/label_95.npy
data/S_36/65.png,65.0,36.0,data/S_36/label_65.npy
data/S_36/122.png,122.0,36.0,data/S_36/label_122.npy
