img_filename,order,seq,mask_filename
data/S_0/23.png,23.0,0.0,data/S_0/label_23.npy
data/S_0/41.png,41.0,0.0,data/S_0/label_41.npy
data/S_0/102.png,102.0,0.0,data/S_0/label_102.npy
data/S_1/50.png,50.0,1.0,data/S_1/label_50.npy
data/S_1/67.png,67.0,1.0,data/S_1/label_67.npy
data/S_1/142.png,142.0,1.0,data/S_1/label_142.npy
data/S_2/38.png,38.0,2.0,data/S_2/label_38.npy
data/S_2/127.png,127.0,2.0,data/S_2/label_127.npy
data/S_2/138.png,138.0,2.0,data/S_2/label_138.npy
data/S_3/21.png,21.0,3.0,data/S_3/label_21.npy
data/S_3/70.png,70.0,3.0,data/S_3/label_70.npy
data/S_3/113.png,113.0,3.0,data/S_3/label_113.npy
data/S_4/63.png,63.0,4.0,data/S_4/label_63.npy
data/S_4/97.png,97.0,4.0,data/S_4/label_97.npy
data/S_4/100.png,100.0,4.0,data/S_4/label_100.npy
data/S_5/35.png,35.0,5.0,data/S_5/label_35.npy
data/S_5/51.png,51.0,5.0,data/S_5/label_51.npy
data/S_5/72.png,72.0,5.0,data/S_5/label_72.npy
data/S_6/81.png,81.0,6.0,data/S_6/label_81.npy
data/S_6/92.png,92.0,6.0,data/S_6/label_92.npy
data/S_6/139.png,139.0,6.0,data/S_6/label_139.npy
data/S_7/21.png,21.0,7.0,data/S_7/label_21.npy
data/S_7/23.png,23.0,7.0,data/S_7/label_23.npy
data/S_7/81.png,81.0,7.0,data/S_7/label_81.npy
data/S_8/130.png,130.0,8.0,data/S_8/label_130.npy
data/S_8/131.png,131.0,8.0,data/S_8/label_131.npy
data/S_8/140.png,140.0,8.0,data/S_8/label_140.npy
data/S_9/40.png,40.0,9.0,data/S_9/label_40.npy
data/S_9/96.png,96.0,9.0,data/S_9/label_96.npy
data/S_9/98.png,98.0,9.0,data/S_9/label_98.npy
data/S_10/36.png,36.0,10.0,data/S_10/label_36.npy
data/S_10/88.png,88.0,10.0,data/S_10/label_88.npy
data/S_10/155.png,155.0,10.0,data/S_10/label_155.npy
data/S_11/76.png,76.0,11.0,data/S_11/label_76.npy
data/S_11/112.png,112.0,11.0,data/S_11/label_112.npy
data/S_12/77.png,77.0,12.0,data/S_12/label_77.npy
data/S_12/80.png,80.0,12.0,data/S_12/label_80.npy
data/S_12/109.png,109.0,12.0,data/S_12/label_109.npy
data/S_13/113.png,113.0,13.0,data/S_13/label_113.npy
data/S_13/134.png,134.0,13.0,data/S_13/label_134.npy
data/S_14/47.png,47.0,14.0,data/S_14/label_47.npy
data/S_14/81.png,81.0,14.0,data/S_14/label_81.npy
data/S_14/83.png,83.0,14.0,data/S_14/label_83.npy
data/S_15/36.png,36.0,15.0,data/S_15/label_36.npy
data/S_15/80.png,80.0,15.0,data/S_15/label_80.npy
